step,waiting_time_avg,queue_length_max,throughput,occupancy_avg,speed_avg,green_phase_index,co2_mg,controller_mode
286,3.643,19,0,0.0,9.589,0,256972.123,adaptive
287,3.817,20,0,0.0,9.626,0,234137.335,adaptive
288,3.857,24,0,0.0,9.293,0,226549.906,adaptive
289,4.025,20,0,0.0,9.383,0,253403.282,adaptive
290,4.193,20,0,0.0,9.433,0,236595.498,adaptive
291,4.306,24,0,0.0,9.34,0,259196.826,adaptive
292,4.415,24,0,0.0,9.236,0,252565.934,adaptive
293,4.593,22,0,0.0,9.286,0,243178.183,adaptive
294,4.696,24,0,0.0,9.203,0,259073.604,adaptive
295,4.88,23,0,0.0,9.296,0,258908.614,adaptive
296,4.992,26,0,0.0,9.255,0,266620.162,adaptive
297,5.189,25,0,0.0,9.332,0,248520.145,adaptive
298,5.607,25,5,0.0,9.167,0,237503.873,adaptive
299,5.811,25,0,0.0,9.113,0,233771.147,adaptive
300,5.976,30,3,0.0,8.713,0,245638.837,adaptive
301,6.254,28,1,0.0,8.731,0,243597.754,adaptive
302,6.647,28,3,0.0,8.743,0,257250.12,adaptive
303,7.069,29,3,0.0,8.648,0,209684.932,adaptive
304,7.256,31,1,0.0,8.539,0,239063.359,adaptive
305,7.569,29,1,0.0,8.629,0,244093.492,adaptive
306,7.752,31,1,0.0,8.521,1,236515.543,adaptive
307,8.069,29,1,0.0,8.409,1,206633.588,adaptive
308,8.465,31,4,0.0,8.072,1,219742.92,adaptive
309,8.796,29,1,0.0,7.997,2,209040.7,adaptive
310,9.481,30,5,0.0,7.804,2,211516.299,adaptive
311,9.962,32,2,0.0,7.759,2,219127.212,adaptive
312,10.083,37,2,0.0,7.363,2,214924.719,adaptive
313,10.798,34,4,0.0,7.088,2,188068.41,adaptive
314,11.243,35,1,0.0,7.078,2,204116.452,adaptive
315,11.716,39,3,0.0,6.846,2,185808.745,adaptive
316,11.961,39,1,0.0,6.801,2,206906.836,adaptive
317,12.574,38,2,0.0,6.757,2,198543.459,adaptive
318,12.833,41,1,0.0,6.716,2,214352.025,adaptive
319,13.755,39,4,0.0,6.47,2,164589.431,adaptive
320,14.153,41,2,0.0,6.129,2,181886.707,adaptive
321,14.701,39,1,0.0,5.997,2,171281.492,adaptive
322,15.144,43,0,0.0,6.098,2,198007.685,adaptive
323,16.096,44,3,0.0,5.981,2,175023.295,adaptive
324,15.888,48,0,0.0,5.715,3,167979.971,adaptive
325,13.32,40,1,0.0,5.867,3,190756.492,adaptive
326,11.042,36,1,0.0,5.968,3,206585.643,adaptive
327,9.011,32,1,0.0,6.073,3,196285.379,adaptive
328,6.866,31,0,0.0,6.224,3,226001.878,adaptive
